Company Legal Name,Trading Name,Region,HQ based in country,Valid website link OR leave blank,Lead Owner,Qualified as a customer at [day],Website form request send?,Message sent,Generic email,Names,Emails,
ATM Solutions (Pty) Ltd (Paycorp),,Middle East / Africa,SOUTH AFRICA,paycorp.co.za,,,,,,,,
Payfast (Pty) Ltd,,Middle East / Africa,SOUTH AFRICA,payfast.co.za,,,,,,,,
Payfort Egypt LLC,Payfor,Middle East / Africa,Egypt,payfort.com,,,,,,,,
Pay Gate Services,,Middle East / Africa,South Africa,paygate.co.za,,,,,,,,
PAYM8 Pty Ltd,,Middle East / Africa,SOUTH AFRICA,paym8.co.za,,,,,,,,
Payment Options International Ltd,,Middle East / Africa,MAURITIUS,paymentoptions.com,,,,,,,,
PayMob Solutions,PayMob,Middle East / Africa,Egypt,paymobsolutions.com,,,,,,,,
Electronic Settlement Limited,Paypad & Cash Envoy,Middle East / Africa,Nigeria,paypad.com.ng,,,,,,,,
Paystack Payments Ltd.,,Middle East / Africa,NIGERIA,paystack.com,,,,,,,,
Paytabs Payment Services Provider,,Middle East / Africa,UNITED ARAB EMIRATES,paytabs.com,,,,,,,,
Paythru Ltd.,,Middle East / Africa,SOUTH AFRICA,paythru.com,,,,,,,,
PayU Payment Solutions (Pty) Ltd,PayU SOUTH AFRICA,Middle East / Africa,SOUTH AFRICA,payu.co.za,,,,,,,,
PayU Payments Nigeria Limited,PayU Payment NIG LTD,Middle East / Africa,Nigeria,payu.com.ng,,,,,,,,
Paywise Ltd.(formerly Softconnect Ltd.),Paywise,Middle East / Africa,MAURITIUS,paywiseltd.com,,,,,,,,
PayWithCapture Limited,PayWithCapture,Middle East / Africa,Nigeria,paywithcapture.com,,,,,,,,
International Smart Card Factory Company,,Middle East / Africa,SAUDI ARABIA,pcard.com.sa,,,,,,,,
Pegasus Technologies Ltd,Pegasus,Middle East / Africa,Uganda,pegasustechnologies.co.ug,,,,,,,,
PesaPal Limited,PesaPal,Middle East / Africa,Kenya,pesapal.com,,,,,,,,
PEX Ltd,,Middle East / Africa,MAURITIUS,pexintl.com,,,,,,,,
"PLANAD – Planeamento e Informática, Lda.",,Middle East / Africa,ANGOLA,planad.co.ao,,,,,,,,
PREMIER SWITCH SOLUTIONS S.C.,,Middle East / Africa,ETHIOPIA,pss-ethiopia.com,,,,,,,,
QPAY INTERNATIONAL CORPORATION,,Middle East / Africa,QATAR,qpay.com.qa,,,,,,,,
REAL PAY MARKETING (PTY) LTD,,Middle East / Africa,SOUTH AFRICA,realpay.co.za,,,,,,,,
RFM Loyalty Co LLC,,Middle East / Africa,UNITED ARAB EMIRATES,rfmloyaltyco.ae,,,,,,,,
Dubai Trade,Rosoom Dubai Trade,Middle East / Africa,United Arab Emirates,rosoom.ae,,,,,,,,
RSwitch Ltd,RSwitch,Middle East / Africa,RWANDA,rswitch.co.rw,,,,,,,,
Societe Maghrebine de Monetique (S2M),,Middle East / Africa,MOROCCO,s2m.ma,,,,,,,,
S2M Transactions GCC,S2M Transactions GCC,Middle East / Africa,BAHRAIN,s2mgcc.com,,,,,,,,
Saudi Arabian Monetary Agency,,Middle East / Africa,SAUDI ARABIA,sama.gov.sa,,,,,,,,
Channel Life Limited,Sanlam,Middle East / Africa,SOUTH AFRICA,sanlam.co.za,,,,,,,,
SecureID Limited,,Middle East / Africa,NIGERIA,secureidltd.com,,,,,,,,
Selcom Paytech Plc,Selcom,Middle East / Africa,Tanzania,selcom.net,,,,,,,,
Sinnad S.P.C,Sinnad,Middle East / Africa,BAHRAIN,sinnad.com.bh,,,,,,,,
"SOCIEDADE INTERBANCÁRIA E SISTEMAS DE PAGAMENTOS, SA",SISP,Middle East / Africa,CAPE VERDE,sisp.cv,,,,,,,,
Skoybus Services Limited,,Middle East / Africa,NIGERIA,skoybus.com,,,,,,,,
FireID Payments (Pty) Ltd,,Middle East / Africa,SOUTH AFRICA,snapscan.co.za,,,,,,,,
SpacePointe Limited,SpacePointe,Middle East / Africa,Nigeria,spacepointe.com,,,,,,,,
Spark ATM Systems,,Middle East / Africa,SOUTH AFRICA,sparkatm.co.za,,,,,,,,
Swiss Q Brands Trading F.Z.E.,,Middle East / Africa,UNITED ARAB EMIRATES,sqb.ae,,,,,,,,
STS Payment Network DMCC,,Middle East / Africa,UNITED ARAB EMIRATES,stspayone.com,,,,,,,,
SureSwipe (Pty) Ltd,,Middle East / Africa,SOUTH AFRICA,sureswipe.co.za,,,,,,,,
Swipezoom General Trading LLC,Swipezoom,Middle East / Africa,United Arab Emirates,swipezoom.com,,,,,,,,
Tap Payments Company,Tap Payments,Middle East / Africa,Kuwait,tap.company,,,,,,,,
Orbiter Pty Ltd,Orbiter,Middle East / Africa,South Africa,telemedia.co.za,,,,,,,,
Technical Engineering Services & Supplies W.L.L,Tess Systems,Middle East / Africa,Qatar,tess-systems.com,,,,,,,,
TN BANK LIMITED,,Middle East / Africa,ZIMBABWE,tn.co.zw,,,,,,,,
Transaction Junction (Pty) Ltd,,Middle East / Africa,SOUTH AFRICA,transactionjunction.co.za,,,,,,,,
True African (U) Limited,True African,Middle East / Africa,Uganda,trueafrican.com,,,,,,,,
TUTUKA SOFTWARE (PTY) LTD,,Middle East / Africa,SOUTH AFRICA,tutuka.com,,,,,,,,
Commonwealth Bank of South Africa Limited,Tyme Bank,Middle East / Africa,SOUTH AFRICA,tymedigital.co.za,,,,,,,,
UCS Solutions Ltd,UCS,Middle East / Africa,SOUTH AFRICA,ucs.co.za,,,,,,,,
University of the Free State,,Middle East / Africa,SOUTH AFRICA,ufs.ac.za,,,,,,,,
Unified Payment Services Ltd,Unified Payment Services Ltd,Middle East / Africa,NIGERIA,up-ng.com,,,,,,,,
"United Security Printing, A section of United Printing and Publishing LLC",,Middle East / Africa,UNITED ARAB EMIRATES,usp.ae,,,,,,,,
Universal Solutions Provider FZ LLC,Universal Solutions Provider FZ LLC,Middle East / Africa,United Arab Emirates,usp.com,,,,,,,,
Virtual Card Services (Pty) Ltd,VCS,Middle East / Africa,South Africa,vcs.co.za,,,,,,,,
Vexen Technologies (PTY) Ltd,,Middle East / Africa,SOUTH AFRICA,vexen.co.za,,,,,,,,
Venture Garden Nigeria Limited,Vigipay,Middle East / Africa,Nigeria,vigipay.co,,,,,,,,
Dubai Tourism Commerce Marketing,DTCM,Middle East / Africa,United Arab Emirates,visitdubai.com,,,,,,,,
Vodacom Payment Services Pty Ltd,Vodacom,Middle East / Africa,SOUTH AFRICA,vodacom.co.za,,,,,,,,
Vogue Web Solution,Vogue Pay,Middle East / Africa,Nigeria,voguepay.com,,,,,,,,
Walletdoc (Pty) Ltd,,Middle East / Africa,SOUTH AFRICA,walletdoc.com,,,,,,,,
WAPPOINT,,Middle East / Africa,SOUTH AFRICA,wappoin.co.za,,,,,,,,
Skyzen Technologies,Skyzen Technologies,Middle East / Africa,Qatar,web2box.com,,,,,,,,
Webtribe Limited,Jambopay,Middle East / Africa,Kenya,webtribe.co.ke,,,,,,,,
Wirecard South Africa (Pty) Ltd,Wirecard,Middle East / Africa,SOUTH AFRICA,wirecard.co.za,,,,,,,,
XH Smart Technology (Africa) Pty Ltd,,Middle East / Africa,SOUTH AFRICA,xhsmartcard.com,,,,,,,,
Mobile Merchant (Pty ) Ltd,Xpressa,Middle East / Africa,SOUTH AFRICA,xpressa.co.za,,,,,,,,
Xpress Payment Solutions Limited,,Middle East / Africa,NIGERIA,xpresspayments.com,,,,,,,,
Zambia Electronic Clearing House Limited,,Middle East / Africa,ZAMBIA,zechl.co.zm,,,,,,,,
ZED Invest Pty Ltd,ZED group,Middle East / Africa,South Africa,zedgroupza.com,,,,,,,,
Zemen Bank S.C.,,Middle East / Africa,ETHIOPIA,zemenbank.com,,,,,,,,
Eftpos (Pty) Ltd,,Middle East / Africa,SOUTH AFRICA,zipzap.co.za,,,,,,,,
IroFit Technologies,ZirooPay,Middle East / Africa,Nigeria,ziroopay.com,,,,,,,,
FX Africa Foreign Exchange (Pty) Limited,,Middle East / Africa,SOUTH AFRICA,,,,,,,,,
The VAT Refund Company,,Middle East / Africa,SOUTH AFRICA,,,,,,,,,
EMERGENT PREPAID INDIAN OCEAN,,Middle East / Africa,MAURITIUS,,,,,,,,,
Security Printing Press,,Middle East / Africa,QATAR,,,,,,,,,
SIMO,,Middle East / Africa,MOZAMBIQUE,,,,,,,,,
The Group Finance Company W.L.L.,,Middle East / Africa,QATAR,,,,,,,,,
TOTAL SALES INTERNATIONAL LTD,,Middle East / Africa,MAURITIUS,,,,,,,,,
Transaction Payment Solutions International Limited,,Middle East / Africa,MAURITIUS,,,,,,,,,
"Interbancos, Sarl",,Middle East / Africa,MOZAMBIQUE,,,,,,,,,
1 Card At A Time LLC,1 Card,North America,U.S.A.,1CAAT.COM,,,,,,,,
"1debit, Inc",1debit,North America,U.S.A.,1debit.com,,,,,,,,
Acme Commerce Corporation/ 1st National Payment Solutions,,North America,U.S.A.,1nbcard.com,,,,,,,,
"1POINT MERCHANT SOLUTIONS, INC",,North America,U.S.A.,1pointmerchantsolutions.com,,,,,,,,
Avalon America Corporation,,North America,U.S.A.,1stAmericanCardService.com,,,,,,,,
"1ST Bank Card Services, Inc.",,North America,U.S.A.,1stbankcardservices.com,,,,,,,,
"First Business Solutions, Inc.",,North America,U.S.A.,1stbusinesssolutionsinc.com,,,,,,,,
"JCMS, INC",,North America,U.S.A.,1stclassms.com,,,,,,,,
Radest and Associates,,North America,U.S.A.,1steptechnologies.com,,,,,,,,
1ST Merchant Solutions LLC,,North America,U.S.A.,1stmerchant.us,,,,,,,,
"1stPayGateway, LLC",,North America,U.S.A.,1stpaygateway.net,,,,,,,,
1ST Wholesale Card Solutions LLC,,North America,U.S.A.,1stwholesalecardsolutions.com,,,,,,,,
"1Trust Merchant Services, LLC",,North America,U.S.A.,1trustmerchant.com,,,,,,,,
"[24]7.ai, Inc.",,North America,U.S.A.,247-inc.com,,,,,,,,
"2Checkout.com, inc",2CO.com,North America,United States,2checkout.com,,,,,,,,
"360 Payment Solutions, Inc.",,North America,U.S.A.,360payments.com,,,,,,,,
3dCart,,North America,U.S.A.,3dcart.com,,,,,,,,
"Reliable Processing Solutions, Inc.",Reliable,North America,U.S.A.,4-rps.net,,,,,,,,
"Liturgical Publications, Inc",WeShare,North America,United States,4lpi.com,,,,,,,,
"National Processing Alliance, Inc",,North America,U.S.A.,4npa.com,,,,,,,,
Fifth Third Bank,,North America,U.S.A.,53.com,,,,,,,,
"Five Star ATM, LLC",,North America,U.S.A.,5staratm.com,,,,,,,,
"911 Software, Inc",,North America,U.S.A.,911software.com,,,,,,,,
"A-Z MERCHANT SERVICE, INC.",,North America,U.S.A.,A-ZMERCHANTSERVICE.COM,,,,,,,,
A1 Charge Corp,,North America,U.S.A.,a1charge.com,,,,,,,,
"AAA Merchant Solutions, LLC",AAA Merchant,North America,U.S.A.,aaamerchantsolutions.com,,,,,,,,
Anytime Merchant Services Inc.,Anytime Merchant Services Inc.,North America,U.S.A.,aamerchantservices.com,,,,,,,,
"ABC Financial Services, Inc.","ABC Financial Services, Inc.",North America,United States,abcfinancial.com,,,,,,,,
"Abacus Business Computer, LLC",,North America,U.S.A.,abcpos.com,,,,,,,,
A&B POS Solutions,,North America,U.S.A.,abposus.com,,,,,,,,
"Absolute Processing Solutions, Inc.",Absolute Solutions,North America,U.S.A.,abs-sol.com,,,,,,,,
"American BankCard Association, Inc.",Abtek,North America,U.S.A.,abtek.comenproducts,,,,,,,,
Acadaca,,North America,U.S.A.,acadaca.com,,,,,,,,
"Accelerated Card Company, Inc.",Accelerated,North America,U.S.A.,accard.com,,,,,,,,
"Acceptacharge, LLC",,North America,U.S.A.,acceptacharge.com,,,,,,,,
Quantum Merchant Services Corp,,North America,U.S.A.,acceptcreditcard.ca,,,,,,,,
ACCEPTIVA,,North America,U.S.A.,"acceptiva.com, secure.acceptiva.com",,,,,,,,
"Accertify, Inc.",,North America,U.S.A.,accertify.com,,,,,,,,
Merchant Solutions & Services,Merchant Solutions,North America,U.S.A.,accessmss.com,,,,,,,,
"Accesso, LLC",,North America,U.S.A.,accesso.com,,,,,,,,
"Access One Solutions, Inc.",,North America,U.S.A.,accessoneusa.com,,,,,,,,
"Acclaris, Inc",,North America,U.S.A.,acclarisonline.com,,,,,,,,
"AccountNow, Inc.","AccountNow,",North America,U.S.A.,accountnow.com,,,,,,,,
"Accredited Interchange, LLC",,North America,U.S.A.,accreditedpci.com,,,,,,,,
"ABS, LLC",,North America,U.S.A.,acebankcard.com,,,,,,,,
"Ace Credit Cards Service, Inc.",ACE Merchant Processing,North America,U.S.A.,acemerchantprocessing.com,,,,,,,,
"CSG Forte Payments, Inc.",,North America,U.S.A.,achdirect.com,,,,,,,,
"Achieve Financial Services, LLC",,North America,U.S.A.,achievecard.com,,,,,,,,
"ACME Technologies, Inc.",ACME Technologies,North America,United States,acmeticketing.com,,,,,,,,
Automated Cash Management Systems,,North America,U.S.A.,acms-atms.com,,,,,,,,
"Acryness, Inc.",,North America,U.S.A.,acryness.com,,,,,,,,
Affiliated Computer Services,,North America,U.S.A.,acs-inc.com,,,,,,,,
"Acsatm, Inc.",,North America,U.S.A.,acsatm.com,,,,,,,,
"ACS Technologies Group, Inc.",,North America,U.S.A.,acstechnologies.com,,,,,,,,
Active Network,,North America,U.S.A.,activenetwork.com,,,,,,,,
"Acuity Merchant Services, LLC",,North America,U.S.A.,acuityonline.com,,,,,,,,
"Acumen Connections, Inc.",,North America,U.S.A.,acumenconnections.com,,,,,,,,
"ACUMERA, INC.",,North America,U.S.A.,acumera.net,,,,,,,,
Access Prepaid Worldwide Ltd,ACU Texas,North America,U.S.A.,acutx.orgservicesservicesaccess-prepaid-cardsaccess-card-details,,,,,,,,
Adapt Merchant Services LLC,,North America,U.S.A.,adaptms.com,,,,,,,,
ADK Merchant Services Inc.,,North America,U.S.A.,adkms.com,,,,,,,,
Adp,,North America,U.S.A.,adp.com,,,,,,,,
Advanced Bancard Solutions,,North America,U.S.A.,advancedbancard.com,,,,,,,,
Advanced Merchant Services Inc,,North America,U.S.A.,advancedhq.com,,,,,,,,
"Advanced Merchant Group, Inc",,North America,U.S.A.,advancedmerchantgroup.com,,,,,,,,
"CP-APS, LLC",,North America,U.S.A.,advancedpaymentsolutions.net,,,,,,,,
"Advantage Payment Processing, Inc.",,North America,U.S.A.,advantagepaymentprocessing.com,,,,,,,,
"Affinipay, LLC",,North America,U.S.A.,affinipay.com,,,,,,,,
"MoneyClip360, Inc",,North America,U.S.A.,affinity24.com,,,,,,,,
Affinity Credit Union,Affinity Credit Union,North America,CANADA,affinitycu.ca,,,,,,,,
Affinitas Medios de Pago SAPI de CV,Affinitas,North America,Mexico,affipay.com,,,,,,,,
Prestige Payment Systems LLC,Prestige Payment Systems,North America,U.S.A.,affordablepaymentsolution.com,,,,,,,,
"Affordify, Inc",,North America,U.S.A.,affordify.com,,,,,,,,
Automated Financial Services,,North America,U.S.A.,afsvision.com,,,,,,,,
"Agave Pay, Inc",,North America,U.S.A.,agavepay.com,,,,,,,,
"Agile Solutions, Inc.",,North America,U.S.A.,agileinfosolutions.com,,,,,,,,
Avant-Garde Marketing Solutions,,North America,U.S.A.,agms.com,,,,,,,,
Avante Garde Marketing Solutions,,North America,U.S.A.,agmsreps.com,,,,,,,,
AIMS ATM Sales/Service LLC,aims,North America,U.S.A.,aimsatmonline.com,,,,,,,,
"Airbase, Inc.",,North America,U.S.A.,airbase.com,,,,,,,,
Akamai,,North America,U.S.A.,akamai.com,,,,,,,,
Akii Pagos SAPI de CV,Akii Pagos,North America,Mexico,akiipago.com.mx,,,,,,,,
"Alacriti Payments, LLC",Alacriti,North America,U.S.A.,alacriti.com,,,,,,,,
"Alante Credit Card Acceptance Technology, LLC",Alante Business Solutions,North America,U.S.A.,alantebusinesssolutions.com,,,,,,,,
"Alberta Payments, LLC",,North America,U.S.A.,albertapayments.com,,,,,,,,
Alcestis Systems Inc.,Alcestis Systems Inc.,North America,CANADA,alcestis.ca,,,,,,,,
"Aldelo Pay, LP",,North America,U.S.A.,aldelopay.com,,,,,,,,
Alegeus Technologies,,North America,U.S.A.,alegeus.com,,,,,,,,
Abacix S.C.,Algebraix,North America,Mexico,algebraix.com,,,,,,,,
"Aliant Payment Systems, Inc.",,North America,U.S.A.,aliantpayments.com,,,,,,,,
"Aliaswire, Inc.",,North America,U.S.A.,aliaswire.com,,,,,,,,
"AliPay USA, Inc.","AliPay North AmericaA, Inc.",North America,United States,alipay.com,,,,,,,,
ALL CARD PROCESSING,,North America,U.S.A.,allcardpro.com,,,,,,,,
"All County ATM, Inc.",,North America,U.S.A.,allcountyatm.com,,,,,,,,
"Allegiance Merchant Services, LLC",,North America,U.S.A.,allegiancemerchantservices.com,,,,,,,,
Alliance Bancard Systems,,North America,U.S.A.,alliancebancard.com,,,,,,,,
"AllianceOne, Inc.",,North America,U.S.A.,allianceoneinc.com,,,,,,,,
Financial Alliance Processing Services,Alliance Processing Services,North America,U.S.A.,allianceprocessing.today,,,,,,,,
"Alliant, LLC",,North America,U.S.A.,alliantms.com,,,,,,,,
"All Key Solutions, LLC",,North America,U.S.A.,allkeysolutions.biz,,,,,,,,
Alliance Merchant Services Canada Inc,Alliance,North America,CANADA,allmerchants.ca,,,,,,,,
COBALT PAYMENTS INC,,North America,U.S.A.,allypayinc.com,,,,,,,,
"Aloava, Inc",Aloavapay,North America,U.S.A.,aloavapay.com,,,,,,,,
Alorica Inc.,Alorica,North America,U.S.A.,alorica.com,,,,,,,,
"Alpha ATM Company, LLC",,North America,U.S.A.,alphaatm.net,,,,,,,,
"Alpha Card Services, LLC",,North America,U.S.A.,alphacardservices.com,,,,,,,,
iQ Payment Systems,Alpine payments,North America,U.S.A.,alpinepayments.net,,,,,,,,
Alta Resources,,North America,U.S.A.,altaresources.com,,,,,,,,
Alternative Banking Solutions Inc.,Alternative Banking Solutions Inc.,North America,CANADA,alternativebanking.com,,,,,,,,
Alto Global Processing LLC,,North America,U.S.A.,altoglobalprocessing.com,,,,,,,,
AltPay Holdings LLC,,North America,U.S.A.,altpayusa.com,,,,,,,,
Altiras Management,Alturas Management,North America,U.S.A.,alturascapitalmanagement.com,,,,,,,,
Amaryllis Payment Solutions Inc.,,North America,U.S.A.,amaryllispay.com,,,,,,,,
Amdocs,,North America,U.S.A.,amdocs.com,,,,,,,,
American Bank Payments,,North America,U.S.A.,americanbankpayments.com,,,,,,,,
"American Merchant Center, Inc.",,North America,U.S.A.,americanmerchant.com,,,,,,,,
"American Merchant Services, Inc.",,North America,U.S.A.,americanmerchantservices.us,,,,,,,,
"American Merchants, Inc",,North America,U.S.A.,americanmerchantusa.com,,,,,,,,
"American Spirit Processing, Inc.",,North America,U.S.A.,americanspiritprocessing.com,,,,,,,,
"Globipay, LLC",,North America,U.S.A.,americanvolume.com,,,,,,,,
American Well Corporation,,North America,U.S.A.,americanwell.com,,,,,,,,
Premier Americard,Premier,North America,U.S.A.,americardpayment.co,,,,,,,,
"Americard Payment Processing, LLC",,North America,U.S.A.,americardpayment.com,,,,,,,,
"America's Best Merchant Services, LLC",,North America,U.S.A.,americasbestmerchantservices.com,,,,,,,,
"Amg Communications, Inc.","Amg Communications,",North America,U.S.A.,amgcommunications.comcgi-sysdefaultwebpage.cgi,,,,,,,,
"Amino, Inc.",,North America,U.S.A.,amino.com,,,,,,,,
Covington Ridge Financial LLC,AMP Payment Systems,North America,U.S.A.,amppaymentsystems.com,,,,,,,,
Alliance Merchant Services,,North America,U.S.A.,amsusainc.com,,,,,,,,
"Anedot,Inc",Anedot,North America,United States,anedot.com,,,,,,,,
Anovia Payments LLC,,North America,United States,anoviapayments.com,,,,,,,,
"AnywhereCommerce, Inc",AnywhereCommerce,North America,CANADA,anywherecommerce.com,,,,,,,,
Aperia Solutions,,North America,U.S.A.,aperia.com,,,,,,,,
Apex Merchant Group,Apex Solutions,North America,U.S.A.,apexpos.commerchant-solutions,,,,,,,,
"Apogee Payment Systems, LLC",,North America,U.S.A.,apogeepayments.com,,,,,,,,
AppFolio,,North America,U.S.A.,appfolio.com,,,,,,,,
Apple Payments,,North America,US,apple.com,,,,,,,,
Transcom North America and Asia,Transcom,North America,CANADA,applications.transcom.com,,,,,,,,
Applied Card Systems,,North America,U.S.A.,appliedcard.com,,,,,,,,
"Applied Merchant Group, LLC",,North America,U.S.A.,appliedmerchant.com,,,,,,,,
"Atlantic-Pacific Processing Systems, Inc",,North America,U.S.A.,approcessing.com,,,,,,,,
"Appropriate Solutions, Inc.",,North America,U.S.A.,appropriatesolutions.com auricsystems.com,,,,,,,,
Approval Code,,North America,U.S.A.,APPROVALCODE.COM,,,,,,,,
"APRIVA, LLC",,North America,U.S.A.,apriva.com,,,,,,,,
"North American Payment Solutions, LLC",,North America,U.S.A.,apsmerchants.com,,,,,,,,
"Approval Payment Solutions, Inc.",,North America,U.S.A.,apsolutions.net,,,,,,,,
"Advanced Payment Technologies, LLC",APT,North America,U.S.A.,aptpayments.com,,,,,,,,
ARA Technology,CaNorth Americae Direct,North America,United States,ara-tech.es,,,,,,,,
Airlines Reporting Corporation,,North America,U.S.A.,arccorp.com,,,,,,,,
Archway Marketing,Archway,North America,CANADA,archway.com,,,,,,,,
ARCTIC CO-OPERATIVES LIMITED,ARCTIC CO-OPERATIVES LIMITED,North America,CANADA,arctic-coop.com,,,,,,,,
North Ranch Financial LLC,,North America,U.S.A.,argosywm.com,,,,,,,,
"Ardnas Management Company, Inc.",,North America,U.S.A.,argusinvision.com,,,,,,,,
"Inovio Payments, LLC",,North America,U.S.A.,arguspayments.com,,,,,,,,
Aria Systems,,North America,U.S.A.,ariasystems.com,,,,,,,,
Arise Virtual Solutions,,North America,U.S.A.,arise.com,,,,,,,,
Arroweye,,North America,U.S.A.,arroweye.com,,,,,,,,
"Arts People, Inc.",Arts People,North America,Canada,arts-people.com,,,,,,,,
"ARYA ENTERPRISES, INC",ARYA ENTERPRISES,North America,U.S.A.,aryaenterprises.co.in,,,,,,,,
"Automated Systems America, Inc.",,North America,U.S.A.,asaiatm.com,,,,,,,,
"Ascent Processing, Inc.",,North America,U.S.A.,ascentprocessing.com,,,,,,,,
"Ascentrio, Inc.",Ascentrio,North America,CANADA,ascentrio.com,,,,,,,,
ASF International,,North America,U.S.A.,asf-international.org,,,,,,,,
American Service Finance Corporation,ASF,North America,Canada,asfpaymentsolutions.com,,,,,,,,
"Certegy Check Services, Inc.",Ask Cartegy,North America,U.S.A.,askcertegy.comcontact_us.jsp,,,,,,,,
Alberta Treasury Branches (Ica 2649),ATB,North America,CANADA,atb.com,,,,,,,,
"Atlantic Capital Group, LLC",,North America,U.S.A.,atcapgroup.com,,,,,,,,
"Athenahealth, Inc.",,North America,U.S.A.,athenahealth.com,,,,,,,,
"Athos International, Inc",,North America,U.S.A.,athos4.come,,,,,,,,
Atlantic ATM,,North America,U.S.A.,atlanticatm.com,,,,,,,,
Atlantic Merchant Services LLC,,North America,U.S.A.,atlanticmerchant.com,,,,,,,,
"ATM Link, Inc.",,North America,U.S.A.,atm-link.com,,,,,,,,
"ATM Solutions, Inc.",,North America,U.S.A.,atm-solutions.com,,,,,,,,
"ATM Source, Inc.",,North America,U.S.A.,atm-source.com,,,,,,,,
"ATM Worldwide, LLC",,North America,U.S.A.,atm-worldwide.com,,,,,,,,
"International Merchant Service, Inc.",,North America,U.S.A.,atm24.com,,,,,,,,
"ATM Access, Inc.",,North America,U.S.A.,atmaccess.us,,,,,,,,
ATM Bancorp,,North America,U.S.A.,atmbancorp.com,,,,,,,,
"ATM Central, LLC",,North America,U.S.A.,atmcentral.net,,,,,,,,
"ATM Concepts, Inc.",,North America,U.S.A.,atmconcepts.com,,,,,,,,
"The ATM Connection, Inc.",The ATM,North America,U.S.A.,atmd.com,,,,,,,,
"ATM Depot, Inc.",,North America,U.S.A.,ATMDepotinc.com,,,,,,,,
"ATM for US.Com, Inc.",,North America,U.S.A.,atmforus.com,,,,,,,,
ACFN Franchised Inc.,,North America,U.S.A.,atmfranchise.com,,,,,,,,
"ATM International Services, LLC",,North America,U.S.A.,atminternationalservices.com,,,,,,,,
"ATM Money MacHine, Inc.",,North America,U.S.A.,atmmoneymachine.com,,,,,,,,
"ATM of America, Inc.",,North America,U.S.A.,atmofamerica.com,,,,,,,,
"Voltage Management Systems, Inc.",ATM one,North America,U.S.A.,atmone.comcontact,,,,,,,,
"ATM One, Inc.",,North America,U.S.A.,atmoneinc.com,,,,,,,,
Video Vend Inc,ATM Pacific,North America,U.S.A.,atmpacific.com,,,,,,,,
ATM Prairie Instant Cash Inc,ATMPIC,North America,CANADA,atmprairie.ca,,,,,,,,
"Atms of the South, Inc.",,North America,U.S.A.,atmsofthesouth.com,,,,,,,,
LGR Management Services Ltd,ATM Solutions by LGR,North America,CANADA,atmsolutionsbylgr.com,,,,,,,,
"ATM Sales & Service, Inc.",,North America,U.S.A.,atmss.com,,,,,,,,
Atm's Unlimited,,North America,U.S.A.,atmsunlimited.com,,,,,,,,
"ATM Technologies, LLC",,North America,U.S.A.,atmtechllc.com,,,,,,,,
"ATM USA, LLC",,North America,U.S.A.,atmusa.com,,,,,,,,
